game_episode,end_x,end_y
153363_1,38.088376969099045,10.017170429229736
153363_2,41.64416491985321,45.555814266204834
153363_6,40.99798858165741,58.26555061340332
153363_7,50.49633577466011,11.26546323299408
153363_8,77.67782717943192,20.16742694377899
153363_9,70.65009623765945,59.07846784591675
153363_10,61.76723688840866,21.669742703437805
153363_12,70.76053977012634,12.210358023643494
153363_13,51.6867470741272,57.40776538848877
153363_15,66.29542171955109,15.928712844848633
153363_16,51.78822845220566,10.51667845249176
153363_17,78.04622054100037,54.09174919128418
153363_18,91.64353609085083,31.59128189086914
153363_19,43.75008970499039,22.05690848827362
153363_20,65.86214661598206,19.985774397850037
153363_21,68.86141419410706,17.98380672931671
153363_22,51.48238867521286,45.837708473205566
153363_23,63.193652629852295,17.660799741744995
153363_24,43.86555254459381,35.560842752456665
153363_26,70.18439590930939,43.4199275970459
153363_27,60.67594438791275,48.196654319763184
153363_28,73.03489923477173,9.922531187534332
153363_29,92.49338865280151,42.536088943481445
153363_30,99.06234741210938,39.83382797241211
153363_31,85.69918692111969,34.6803560256958
153363_32,63.57180297374725,28.536412000656128
153363_33,84.20597434043884,38.8928120136261
153363_34,68.37477922439575,19.989432334899902
153363_35,51.74620896577835,34.666218757629395
153363_36,53.45768630504608,18.400801420211792
153363_37,44.19689565896988,14.688812017440796
153363_38,78.81786078214645,10.365533709526062
153363_41,62.55762755870819,51.96953773498535
153363_43,67.9043036699295,10.73284125328064
153363_44,84.51493084430695,15.042965173721313
153363_47,67.85003006458282,15.123099327087402
153363_48,51.04889452457428,60.15564012527466
153363_49,64.78514224290848,10.015869379043579
153363_50,70.02409100532532,57.319058895111084
153363_51,78.5921859741211,14.147111058235168
153363_52,65.35328149795532,15.066576600074768
153363_53,31.20948225259781,26.852603793144226
153363_54,77.76946395635605,46.753315448760986
153363_56,68.70065242052078,17.346020579338074
153363_57,45.11498764157295,40.86938285827637
153363_58,72.28838056325912,56.16157007217407
153363_59,78.96120518445969,23.184171199798584
153363_60,36.154541820287704,44.300398111343384
153363_61,49.33155611157417,42.52539682388306
153363_62,82.77929574251175,44.91157555580139
153363_64,80.6991308927536,14.876599967479706
153363_65,97.42855042219162,23.309252381324768
153363_66,47.220627665519714,55.9876549243927
153363_67,80.85819035768509,44.60321044921875
153363_68,66.51552021503448,33.761759877204895
153363_69,43.05472791194916,58.226142168045044
153363_70,86.21431678533554,24.244561553001404
