game_id,period_id,episode_id,time_seconds,team_id,player_id,action_id,type_name,result_name,start_x,start_y,end_x,end_y,is_home,game_episode,phase
126460,1,27,1890.921,4644,62105,917,Throw-In,Successful,19.080285000000003,68.0,20.7543,64.7364216,False,126460_27,52801
126460,1,27,1891.568,4644,62112,919,Carry,,20.7543,64.7364216,16.189319999999995,65.3800756,False,126460_27,52801
126460,1,27,1893.433,4644,62112,920,Pass,Successful,16.189319999999995,65.3800756,23.14326,29.647592000000003,False,126460_27,52801
126460,1,27,1895.368,4644,62086,922,Carry,,23.14326,29.647592000000003,39.51192,12.944207999999996,False,126460_27,52801
126460,1,27,1899.683,4644,62086,923,Pass,Successful,39.51192,12.944207999999996,61.324725,0.9928000000000026,False,126460_27,52801
126460,1,27,1901.734,4644,62098,925,Carry,,61.324725,0.9928000000000026,64.32762,5.383015999999998,False,126460_27,52801
126460,1,27,1904.6,4644,62098,926,Pass,Successful,64.32762,5.383015999999998,61.600455,13.797336,False,126460_27,52801
126460,1,27,1906.5,4644,500505,928,Pass,Successful,61.774545,12.097948000000002,54.347055000000005,5.060627999999994,False,126460_27,52801
126460,1,27,1909.688,4644,62098,930,Pass,Successful,54.222315,4.188459999999999,60.894225000000006,2.2037440000000004,False,126460_27,52801
126460,1,27,1912.5,4644,500505,932,Pass,Successful,59.230920000000005,1.816211999999993,49.810845,2.735028,False,126460_27,52801
126460,1,27,1914.896,4644,62098,934,Pass,Successful,49.599585,3.232584000000003,36.36391499999999,12.597,False,126460_27,52801
126460,1,27,1917.571,4644,529335,936,Pass,Successful,35.02296000000001,11.564352,18.124574999999997,30.29515600000001,False,126460_27,52801
126460,1,27,1921.555,4644,250060,938,Pass,Unsuccessful,20.410005,28.649624,54.893055,54.03348,False,126460_27,52801
126460,1,27,1924.067,4641,529743,939,Interception,,49.87584,14.239947999999998,49.87584,14.239947999999998,True,126460_27,52802
126460,1,27,1924.067,4641,529743,940,Clearance,,49.87584,14.239947999999998,53.254425,19.340424,True,126460_27,52802
126460,1,27,1925.823,4644,325355,941,Recovery,,51.745575,48.659576,51.745575,48.659576,False,126460_27,52803
126460,1,27,1925.824,4644,325355,942,Carry,,51.745575,48.659576,54.13548,57.938176,False,126460_27,52803
126460,1,27,1928.067,4644,325355,943,Pass,Successful,54.13548,57.938176,56.14665,66.421618,False,126460_27,52803
126460,1,27,1930.951,4644,62112,945,Pass,Successful,54.430530000000005,65.172186,76.51728,12.054156,False,126460_27,52803
