game_id,period_id,episode_id,time_seconds,team_id,player_id,action_id,type_name,result_name,start_x,start_y,end_x,end_y,is_home,game_episode,phase
126480,1,12,941.7,4220,354809,568,Throw-In,Unsuccessful,52.55701499999999,68.0,61.017915,63.8308316,False,126480_12,59143
126480,1,12,942.733,4639,187316,569,Duel,Successful,43.2327,3.2530519999999967,43.2327,3.2530519999999967,True,126480_12,59144
126480,1,12,942.733,4639,187316,570,Intervention,,43.2327,3.2530519999999967,43.2327,3.2530519999999967,True,126480_12,59144
126480,1,12,943.433,4639,354806,571,Recovery,,44.90598,8.697607999999995,44.90598,8.697607999999995,True,126480_12,59144
126480,1,12,944.233,4220,500539,572,Tackle,Successful,60.030495,61.7350852,60.030495,61.7350852,False,126480_12,59145
126480,1,12,944.233,4220,500539,573,Interception,,60.030495,61.7350852,60.030495,61.7350852,False,126480_12,59145
126480,1,12,945.2,4220,500539,574,Pass,Successful,59.756865,61.5629364,54.73041,56.236816,False,126480_12,59145
126480,1,12,946.133,4220,529744,576,Pass,Successful,54.73041,56.236816,54.03237,62.5091564,False,126480_12,59145
126480,1,12,946.333,4639,528953,577,Tackle,Unsuccessful,50.13792,11.036332000000002,50.13792,11.036332000000002,True,126480_12,59146
126480,1,12,946.734,4220,354809,579,Carry,,54.03237,62.5091564,43.844115,66.193308,False,126480_12,59147
126480,1,12,953.6,4639,533448,580,Intervention,,61.155885,1.8066919999999984,61.155885,1.8066919999999984,True,126480_12,59148
126480,1,12,954.233,4639,491802,581,Recovery,,61.967325,3.828875999999994,67.00911,10.53286,True,126480_12,59148
126480,1,12,954.233,4639,491802,582,Pass,Successful,61.967325,3.828875999999994,67.00911,10.53286,True,126480_12,59148
126480,1,12,955.267,4639,528953,584,Pass,Successful,67.00911,10.53286,64.85766,13.253880000000002,True,126480_12,59148
