game_id,period_id,episode_id,time_seconds,team_id,player_id,action_id,type_name,result_name,start_x,start_y,end_x,end_y,is_home,game_episode,phase
126457,2,48,215.3670000000002,4643,85175,1381,Goal Kick,Unsuccessful,5.274034499999999,27.028844,60.252045,24.510192,False,126457_48,51980
126457,2,48,218.0999999999999,2354,500145,1382,Recovery,,45.292485,41.77389599999999,88.643205,45.586316,True,126457_48,51981
126457,2,48,218.0999999999999,2354,500145,1383,Pass,Unsuccessful,45.292485,41.77389599999999,88.643205,45.586316,True,126457_48,51981
126457,2,48,222.9670000000001,4643,85175,1384,Recovery,,16.45917,22.275848000000003,20.428905,35.061684,False,126457_48,51982
126457,2,48,222.9670000000001,4643,85175,1385,Pass,Successful,16.45917,22.275848000000003,20.428905,35.061684,False,126457_48,51982
126457,2,48,225.068,4643,343586,1387,Carry,,20.428905,35.061684,31.056164999999996,38.176968,False,126457_48,51982
126457,2,48,229.067,4643,343586,1388,Pass,Successful,31.056164999999996,38.176968,36.20862,62.0394464,False,126457_48,51982
126457,2,48,231.70000000000027,4643,500115,1390,Pass,Successful,37.54086000000001,63.3509896,48.141135,62.3364364,False,126457_48,51982
126457,2,48,232.73400000000015,4643,500117,1392,Carry,,48.141135,62.3364364,45.70902,65.8269444,False,126457_48,51982
126457,2,48,234.0,4643,500117,1393,Pass,Successful,45.70902,65.8269444,23.396204999999995,53.56326,False,126457_48,51982
126457,2,48,236.63400000000027,4643,343586,1395,Carry,,23.396204999999995,53.56326,33.087180000000004,39.193364,False,126457_48,51982
126457,2,48,243.70000000000027,4643,343586,1396,Pass,Successful,33.087180000000004,39.193364,32.620665,58.123816,False,126457_48,51982
126457,2,48,246.5329999999999,4643,500115,1398,Pass,Successful,33.72453,58.984832,28.649775000000005,40.483732,False,126457_48,51982
126457,2,48,248.4010000000001,4643,343586,1400,Carry,,28.649775000000005,40.483732,29.359155,36.98792,False,126457_48,51982
126457,2,48,250.433,4643,343586,1401,Pass,Successful,29.359155,36.98792,31.032855,56.81638,False,126457_48,51982
126457,2,48,252.26800000000028,4643,500115,1403,Carry,,31.032855,56.81638,49.812105,62.7886228,False,126457_48,51982
126457,2,48,258.2000000000003,4643,500115,1404,Pass,Successful,49.812105,62.7886228,50.49996,54.505468,False,126457_48,51982
126457,2,48,259.3330000000001,4643,187253,1406,Pass,Successful,50.49996,54.505468,49.74879,62.8422,False,126457_48,51982
126457,2,48,261.2330000000002,4643,500115,1408,Pass,Successful,50.90568,61.8081444,39.82209,47.676636,False,126457_48,51982
126457,2,48,262.63400000000024,4643,343586,1410,Carry,,39.82209,47.676636,42.55041,42.068744,False,126457_48,51982
126457,2,48,263.9670000000001,4643,343586,1411,Pass,Successful,42.55041,42.068744,40.731285,16.392080000000007,False,126457_48,51982
126457,2,48,267.433,4643,145673,1413,Pass,Successful,40.48106999999999,16.06194,49.1568,32.403292,False,126457_48,51982
126457,2,48,269.30100000000016,4643,187253,1415,Carry,,49.1568,32.403292,48.78426,29.248636000000005,False,126457_48,51982
126457,2,48,270.0,4643,187253,1416,Pass,Unsuccessful,48.78426,29.248636000000005,49.15113,29.043344,False,126457_48,51982
126457,2,48,270.0999999999999,2354,344559,1417,Intervention,,55.84887,38.956656,55.84887,38.956656,True,126457_48,51983
126457,2,48,271.63300000000027,2354,358583,1418,Recovery,,56.69076,47.4181,66.42678,48.821484,True,126457_48,51983
126457,2,48,271.63300000000027,2354,358583,1419,Pass,Unsuccessful,56.69076,47.4181,66.42678,48.821484,True,126457_48,51983
126457,2,48,273.8330000000001,4643,145673,1420,Recovery,,38.347260000000006,17.375155999999997,38.347260000000006,17.375155999999997,False,126457_48,51984
126457,2,48,274.5,4643,145673,1421,Pass,Successful,39.348855,16.820276000000007,42.091035,10.828048000000004,False,126457_48,51984
126457,2,48,279.067,4643,187253,1423,Pass,Successful,42.425250000000005,11.196472,34.50174,22.304952,False,126457_48,51984
126457,2,48,280.86800000000017,4643,145673,1425,Carry,,34.50174,22.304952,34.73379,33.880796,False,126457_48,51984
126457,2,48,282.9670000000001,4643,145673,1426,Pass,Unsuccessful,34.73379,33.880796,54.990495,52.843888,False,126457_48,51984
126457,2,48,284.433,2354,215806,1427,Block,,50.463735,13.357715999999996,50.463735,13.357715999999996,True,126457_48,51985
126457,2,48,286.5999999999999,4643,500118,1428,Recovery,,38.04486,39.780612000000005,45.306975,43.922288,False,126457_48,51986
126457,2,48,286.5999999999999,4643,500118,1429,Pass,Unsuccessful,38.04486,39.780612000000005,45.306975,43.922288,False,126457_48,51986
126457,2,48,288.5999999999999,2354,344559,1430,Recovery,,60.06336,21.596596,71.344245,13.598368,True,126457_48,51987
126457,2,48,288.5999999999999,2354,344559,1431,Pass,Successful,60.06336,21.596596,71.344245,13.598368,True,126457_48,51987
126457,2,48,290.0,2354,534721,1433,Pass,Successful,71.344245,13.598368,64.943655,8.096419999999995,True,126457_48,51987
126457,2,48,292.067,2354,215806,1435,Take-On,Unsuccessful,65.954805,10.093103999999997,65.954805,10.093103999999997,True,126457_48,51987
126457,2,48,292.068,2354,215806,1436,Carry,,65.954805,10.093103999999997,68.55093,12.868932,True,126457_48,51987
126457,2,48,293.3000000000002,4643,500115,1437,Intervention,,36.449070000000006,55.131068,36.449070000000006,55.131068,False,126457_48,51988
126457,2,48,294.3330000000001,4643,343586,1438,Recovery,,30.496935000000008,56.7579,40.23662999999999,59.139328,False,126457_48,51988
126457,2,48,294.3330000000001,4643,343586,1439,Pass,Successful,30.496935000000008,56.7579,40.23662999999999,59.139328,False,126457_48,51988
126457,2,48,295.567,4643,343587,1441,Pass,Successful,40.23662999999999,59.139328,39.66091499999999,54.53022,False,126457_48,51988
126457,2,48,296.2340000000001,4643,500117,1443,Carry,,39.66091499999999,54.53022,48.05535,54.478472,False,126457_48,51988
126457,2,48,299.5999999999999,4643,500117,1444,Pass,Successful,48.05535,54.478472,67.42008,65.2450752,False,126457_48,51988
126457,2,48,301.934,4643,343587,1446,Carry,,67.42008,65.2450752,82.83618,49.841756,False,126457_48,51988
126457,2,48,309.63300000000027,4643,343587,1447,Pass,Successful,82.83618,49.841756,88.756395,58.703652,False,126457_48,51988
126457,2,48,310.5339999999999,4643,529741,1449,Carry,,88.756395,58.703652,91.84539,58.462116,False,126457_48,51988
126457,2,48,314.067,4643,529741,1450,Pass,Unsuccessful,91.84539,58.462116,99.558249,33.631236,False,126457_48,51988
